rank,difficultyScore,queue,tier,problemId,roomIdHex,roomName,area,objective,screens,enemyCount,staticPlanStatus,pathBlocks,onCompletionPath,onKpdrTracker,practiceStatus,teleportReady,runReady,entrySourceRoomIdHex,exitTargetRoomIdHex,difficultyReasons,stateFile,policyFile
251,34382,3,tough,room_caf6_from_cdf1_to_ca52,0xCAF6,Wrecked Ship Main Shaft,Wrecked Ship,collect_items_and_exit,48,21,unresolved,,1,0,unstarted,0,0,0xCDF1,0xCA52,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_caf6_from_cdf1.state,policies/room_clears/room_caf6_from_cdf1_to_ca52.json
252,44533,4,boss_late,room_cd13_from_cc6f_to_cc6f,0xCD13,Phantoon's Room,Wrecked Ship,defeat_boss_and_exit,1,0,planned_static,8,1,1,unstarted,0,0,0xCC6F,0xCC6F,boss room,custom_integrations/SuperMetroid-Snes/room_cd13_from_cc6f.state,policies/room_clears/room_cd13_from_cc6f_to_cc6f.json
253,44546,4,boss_late,room_e0b5_from_e06b_to_e06b,0xE0B5,Ceres Ridley Room,Ceres,defeat_boss_and_exit,1,1,planned_static,9,1,0,unstarted,0,0,0xE06B,0xE06B,boss room,custom_integrations/SuperMetroid-Snes/room_e0b5_from_e06b.state,policies/room_clears/room_e0b5_from_e06b_to_e06b.json
254,44551,4,boss_late,room_9804_from_9879_to_9879,0x9804,Bomb Torizo Room,Crateria,defeat_boss_and_exit,1,1,planned_static,14,1,1,unstarted,0,0,0x9879,0x9879,boss room,custom_integrations/SuperMetroid-Snes/room_9804_from_9879.state,policies/room_clears/room_9804_from_9879_to_9879.json
255,44590,4,boss_late,room_b32e_from_b37a_to_b698,0xB32E,Ridley's Room,Norfair,defeat_boss_and_exit,2,1,planned_static,28,1,1,unstarted,0,0,0xB37A,0xB698,boss room,custom_integrations/SuperMetroid-Snes/room_b32e_from_b37a.state,policies/room_clears/room_b32e_from_b37a_to_b698.json
256,44630,4,boss_late,room_da60_from_d78f_to_d9aa,0xDA60,Draygon's Room,Maridia,defeat_boss_and_exit,4,0,planned_static,30,1,1,unstarted,0,0,0xD78F,0xD9AA,boss room,custom_integrations/SuperMetroid-Snes/room_da60_from_d78f.state,policies/room_clears/room_da60_from_d78f_to_d9aa.json
257,44724,4,boss_late,room_a59f_from_a6e2_to_a56b,0xA59F,Kraid's Room,Brinstar,defeat_boss_and_exit,4,8,planned_static,28,1,1,unstarted,0,0,0xA6E2,0xA56B,boss room,custom_integrations/SuperMetroid-Snes/room_a59f_from_a6e2.state,policies/room_clears/room_a59f_from_a6e2_to_a56b.json
258,44962,4,boss_late,room_d95e_from_d617_to_d7e4,0xD95E,Botwoon's Room,Maridia,defeat_boss_and_exit,2,1,unresolved,,1,1,unstarted,0,0,0xD617,0xD7E4,boss room,custom_integrations/SuperMetroid-Snes/room_d95e_from_d617.state,policies/room_clears/room_d95e_from_d617_to_d7e4.json
259,44987,4,boss_late,room_9dc7_from_9d9c_to_9b5b,0x9DC7,Spore Spawn Room,Brinstar,defeat_boss_and_exit,3,1,unresolved,,1,1,unstarted,0,0,0x9D9C,0x9B5B,boss room,custom_integrations/SuperMetroid-Snes/room_9dc7_from_9d9c.state,policies/room_clears/room_9dc7_from_9d9c_to_9b5b.json
260,45012,4,boss_late,room_b283_from_b6c1_to_b1e5,0xB283,Golden Torizo's Room,Norfair,defeat_boss_and_exit,4,1,unresolved,,0,0,unstarted,0,0,0xB6C1,0xB1E5,boss room,custom_integrations/SuperMetroid-Snes/room_b283_from_b6c1.state,policies/room_clears/room_b283_from_b6c1_to_b1e5.json
261,45072,4,boss_late,room_dd58_from_ddf3_to_de4d,0xDD58,Mother Brain's Room,Tourian,defeat_boss_and_exit,4,6,unresolved,,1,1,unstarted,0,0,0xDDF3,0xDE4D,boss room,custom_integrations/SuperMetroid-Snes/room_dd58_from_ddf3.state,policies/room_clears/room_dd58_from_ddf3_to_de4d.json
262,45124,4,boss_late,room_a98d_from_a923_to_aa82,0xA98D,Crocomire's Room,Norfair,defeat_boss_and_exit,8,2,unresolved,,0,0,unstarted,0,0,0xA923,0xAA82,boss room,custom_integrations/SuperMetroid-Snes/room_a98d_from_a923.state,policies/room_clears/room_a98d_from_a923_to_aa82.json
